Distretto,Codice,Nome,Indirizzo,Latitudine,Longitudine
29,TOIC85000C,ISTITUTO COMPRENSIVO - I.C. CASTIGLIONE TORINESE,"VIA DON BROVERO, 11 - CASTIGLIONE TORINESE",45.1205296,7.816787
29,TOMM851019,I.C. GASSINO TORINESE - SAVIO (ASSOCIATA A TOIC851008),"STRADA BUSSOLINO, 3 - GASSINO TORINESE",45.1297135,7.8285846
29,TOIC851008,ISTITUTO COMPRENSIVO - I.C. GASSINO TORINESE,VIA BORIONE 5 - GASSINO TORINESE,45.1254001,7.8229458
29,TOMM8AW012,I.C. S. MAURO II - DALLA CHIESA (ASSOCIATA A TOIC8AW001),VIA SPERANZA N 40,45.1060211,7.7536924
29,TOMM8AX01T,I.C. SAN MAURO I - S. PELLICO (ASSOCIATA A TOIC8AX00R),VIA XXV APRILE 15,44.9780727,7.3838688
29,TOIC8AX00R,ISTITUTO COMPRENSIVO - I.C. SAN MAURO I,VIA MARTIRI DELLA LIBERTA' N 60 - SAN MAURO T.SE,,
29,TOIC8AW001,ISTITUTO COMPRENSIVO - I.C. SAN MAURO II,VIA SPERANZA N 40 - SAN MAURO TORINESE,45.1060211,7.7536924
29,TOMM85001D,I.C.CASTIGLIONE - S.RAFFAELE C. (ASSOCIATA A TOIC85000C),VIA PIEMONTE 6,45.5625842,7.8077549
30,TOCT71000V,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"VIA SANTA CLARA, 8 - CHIERI",45.0105766,7.8223602
30,TOMM8AS01P,I.C. ANDEZENO - COSTA N. (ASSOCIATA A TOIC8AS00N),PIAZZA ITALIA 1,45.1369606,7.0445954
30,TOIC8AS00N,ISTITUTO COMPRENSIVO - I.C. ANDEZENO,PIAZZA ITALIA 1 - ANDEZENO,45.0359808,7.8703694
30,TOMM8AS02Q,I.C. ANDEZENO - BALDISSERO (ASSOCIATA A TOIC8AS00N),"VIA ROMA, 15",45.0701782,7.6845458
30,TOMM85601C,I.C. CAMBIANO - LAGRANGE (PAR. TEMPO PROL. - ASSOCIATA A TOIC85600B),VIA ROMA 12,45.0703663,7.6842744
30,TOIC85600B,ISTITUTO COMPRENSIVO - I.C. CAMBIANO,VIALE ROMA 5 - CAMBIANO,,
30,TOMM8AV016,I.C. CHIERI I - O.LEVI (ASSOCIATA A TOIC8AV005),PIAZZA SILVIO PELLICO 2,45.0100827,7.8219728
30,TOIC8AV005,ISTITUTO COMPRENSIVO - I.C. CHIERI I,PIAZZA PELLICO 6 - CHIERI,45.0096872,7.8222603
30,TOIC8AU009,ISTITUTO COMPRENSIVO - I.C. CHIERI III,VIA BONELLO 2 - CHIERI,44.9985685,7.810296
30,TOMM85603E,I.C. CAMBIANO - PINO T. (ASSOCIATA A TOIC85600B),VIA E. MOLINA 21,,
30,TOIC857007,ISTITUTO COMPRENSIVO - I.C. POIRINO,CORSO FIUME 77 - POIRINO,44.9207665,7.8571999
30,TOMM8AN027,I.C. CARMAGNOLA I - PRALORMO (ASSOCIATA A TOIC8AN005),VIA MORBELLI,44.8628264,7.8970341
30,TOMM8AU01A,I.C. CHIERI III - RIVA (PAR. TEMPO PROL. - ASSOCIATA A TOIC8AU009),VIA S. GIOVANNI 23,44.9863139,7.8760089
30,TOMM858014,I.C. SANTENA-GIOVANNI FALCONE (PAR. TEMPO PROL. - ASSOCIATA A,VIA TETTI AGOSTINO N. 31,44.9496296,7.7820019
30,TOIC858003,ISTITUTO COMPRENSIVO - I.C. SANTENA,"VIA TETTI AGOSTINO, 31 - SANTENA",44.949468,7.7831735
31,TOCT71800D,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"CORSO SACCHIRONE, 47 - CARMAGNOLA",44.8488212,7.7160058
31,TOMM8AQ01N,I.C. CARIGNANO - ALFIERI B. (ASSOCIATA A TOIC8AQ00L),VIA ALBERTO TAPPI 44 - CARIGNANO,,
31,TOIC8AQ00L,ISTITUTO COMPRENSIVO - I.C. CARIGNANO,"VIA ALBERTO TAPPI , 44 - CARIGNANO",,
31,TOMM8AN016,I.C. CARMAGNOLA I - PRIMO LEVI (ASSOCIATA A TOIC8AN005),"CORSO SACCHIRONE, 47 - 826",44.8470754,7.7171479
31,TOMM8AP01T,I.C. CARMAGNOLA II-EX CONVITTO (ASSOCIATA A TOIC8AP00R),"VIA MARCONI, 20",45.4921115,7.8609605
31,TOMM8AM01A,I.C. CARMAGNOLA III-V. MARCONI (ASSOCIATA A TOIC8AM009),"VIA MARCONI, 20 - CARMAGNOLA",44.8454616,7.7226715
31,TOIC8AN005,ISTITUTO COMPRENSIVO - I.C. CARMAGNOLA I,"CORSO SACCHIRONE, 47 - CARMAGNOLA",44.8488212,7.7160058
31,TOIC8AP00R,ISTITUTO COMPRENSIVO - I.C. CARMAGNOLA II,"VIA MARCONI, 20 - CARMAGNOLA",44.8454616,7.7226715
31,TOMM8AP02V,I.C. CARMAGNOLA II - PANCALIERI (ASSOCIATA A TOIC8AP00R),VIA CIRCONVALLAZIONE 1/A - PANCALIERI,44.8291811,7.5928032
31,TOMM8AM02B,I.C.CARMAGNOLAIII-VILLASTELLONE (ASSOCIATA A TOIC8AM009),VIA A. GENTILESCHI 1 - VILLASTELLONE,,
32,TOCT71100P,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"VIA SAN MATTEO, 14 - MONCALIERI",45.0115889,7.6639331
32,TOMM886018,I.C. LA LOGGIA - L. DA VINCI (ASSOCIATA A TOIC886007),VIA DELLA CHIESA 18,45.2491417,7.6063162
32,TOIC886007,ISTITUTO COMPRENSIVO - I.C. LA LOGGIA,VIA DELLA CHIESA 45 - LA LOGGIA,44.9574677,7.6624822
32,TOMM32500B,CPIA 3 TORINO - T. DE MAURO,VIA PONCHIELLI 18 BIS,45.0138597,7.6628751
32,TOMM88801X,I.C.MONCAL.C.ST.-CANONICA-COSTA (ASSOCIATA A TOIC88800V),VIA REAL COLLEGIO 3 - MONCALIERI,44.9995492,7.682346
32,TOMM887014,I.C.MONCALIERI NASI-FOLLEREAU (ASSOCIATA A TOIC887003),VIA PANNUNZIO 11 - MONCALIERI,44.9948202,7.7015802
32,TOMM88501C,I.C.MONCALIERI S.MARIA-CLOTILDE (ASSOCIATA A TOIC88500B),VIA BERTERO 2 - MONCALIERI,,
32,TOMM88901Q,IC MONCAL.B.S.PIETRO-PIRANDELLO (ASSOCIATA A TOIC88900P),"VIA PONCHIELLI, 22 - BORGO S. PIETRO",45.0110854,7.6640458
32,TOIC88900P,ISTITUTO COMPRENSIVO - I.C. MONCALIERI/BORGO S. PIETRO,VIA PONCHIELLI 22 - B.GO S. PIETRO,,
32,TOIC88800V,ISTITUTO COMPRENSIVO - I.C. MONCALIERI/CENTRO STORICO,VIA S. MARTINO 27 - MONCALIERI,45.0006044,7.6841747
32,TOIC887003,ISTITUTO COMPRENSIVO - I.C. MONCALIERI/NASI,VIA PANNUNZIO 11 - BORGATA NASI - MONCALIERI,,
32,TOIC88500B,ISTITUTO COMPRENSIVO - I.C. MONCALIERI/SANTA MARIA,VIA BERTERO 2 - MONCALIERI,,
32,TOMM83201X,I.C. TROFARELLO - G.LEOPARDI (ASSOCIATA A TOIC83200V),VIA XXIV MAGGIO 48,45.2418619,7.5706124
32,TOIC83200V,ISTITUTO COMPRENSIVO - I.C. TROFARELLO,VIA XXIV MAGGIO 48 - TROFARELLO,44.9809863,7.7424793
33,TOMM83401G,I.C. CANDIOLO - VIA ROMA (ASSOCIATA A TOIC83400E),VIA ROMA - CANDIOLO,44.956676,7.599279
33,TOMM8A5016,I.C. NICHELINO I - MANZONI A. (ASSOCIATA A TOIC8A5005),"VIA MONCENISIO, 24",45.0738997,7.677621
33,TOMM8A6012,I.C. NICHELINO II - PELLICO (PAR. TEMPO PROL. - ASSOCIATA A TOIC8A6001),VIA SANGONE 34,45.0053293,7.6512205
33,TOMM8A701T,I.C. NICHELINO III-MARTIRI RES. (PAR. TEMPO PROL. - ASSOCIATA A,"VIALE KENNEDY, 40",44.888285,7.3442804
33,TOMM8BF01L,IC NICHELINO IV MONTALCINI-MORO (ASSOCIATA A TOIC8BF00G),"PIAZZA A. MORO, 1",,
33,TOIC8A5005,ISTITUTO COMPRENSIVO - I.C. NICHELINO I,"VIA MONCENISIO, 24 - NICHELINO",44.9981749,7.6464369
33,TOIC8A6001,ISTITUTO COMPRENSIVO - I.C. NICHELINO II,VIA SANGONE 34 - MICHELINO,,
33,TOIC8A700R,ISTITUTO COMPRENSIVO - I.C. NICHELINO III,"VIALE KENNEDY, 40",44.888285,7.3442804
33,TOIC8BF00G,ISTITUTO COMPRENSIVO - I.C. NICHELINO IV - MONTALCINI,"PIAZZA ALDO MORO, 1 - NICHELINO",44.9951351,7.6372181
33,TOMM836017,I.C. NONE - GOBETTI A. (PAR. TEMPO PROL. - ASSOCIATA A TOIC836006),VIA BRIGNONE 19,44.9319832,7.5410582
33,TOIC836006,ISTITUTO COMPRENSIVO - I.C. NONE,PIAZZA VIGO 3 - NONE,,
33,TOMM874012,I.C. VINOVO - GIOANETTI/GRAMSCI (PAR. TEMPO PROL. - ASSOCIATA A,VIA DE AMICIS 13,45.1962957,7.8944642
33,TOIC874001,ISTITUTO COMPRENSIVO - I.C. VINOVO,VIA DE AMICIS 5 - VINOVO,44.9498364,7.6303551
34,TOCT71200E,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,VIA RIVALTA - PIOSSASCO,45.0013331,7.4828471
34,TOMM89601V,I.C. BEINASCO - GOBETTI (ASSOCIATA A TOIC89600T),VIA MIRAFIORI 25 - BEINASCO,45.021305,7.5902081
34,TOMM895013,IC BORGARETTO-BEINASCO-VIVALDI (ASSOCIATA A TOIC895002),VIA TRENTO 24 - BORGARETTO,45.0043259,7.6040926
34,TOIC895002,ISTITUTO COMPRENSIVO - I.C. BEINASCO/BORGARETTO,VIA TRENTO 24 - BORGARETTO,45.0043259,7.6040926
34,TOIC89600T,ISTITUTO COMPRENSIVO - I.C. BEINASCO/GRAMSCI,VIA MIRAFIORI 25 - BEINASCO,45.021305,7.5902081
34,TOIC837002,ISTITUTO COMPRENSIVO - I.C. BRUINO,PIAZZA DONATORI DI SANGUE 1 - BRUINO,45.0208546,7.4716477
34,TOMM8AH01N,I.C. ORBASSANO I - VIA DI NANNI (ASSOCIATA A TOIC8AH00L),VIA DI NANNI,45.01016,7.5446091
34,TOMM8AJ01V,I.C. ORBASSANO II - L. DA VINCI (ASSOCIATA A TOIC8AJ00T),VIA CERVETTI N. 7 - ORBASSANO,45.0054044,7.5328239
34,TOIC8AH00L,ISTITUTO COMPRENSIVO - I.C. ORBASSANO I,PIAZZA DE AMICIS 12 - ORBASSANO,45.0080578,7.5418344
34,TOIC8AJ00T,ISTITUTO COMPRENSIVO - I.C. ORBASSANO II,VIA FREJUS 67 - ORBASSANO,45.0064914,7.5332036
34,TOMM8AE016,I.C. PIOSSASCO I - VIA VOLVERA (ASSOCIATA A TOIC8AE005),"VIA VOLVERA , 16 - PIOSSASCO",44.987142,7.4678643
34,TOMM8AD01A,I.C. PIOSSASCO II - PARRI (ASSOCIATA A TOIC8AD009),"VIA CUMIANA, 2",45.0665577,7.6436741
34,TOIC8AE005,ISTITUTO COMPRENSIVO - I.C. PIOSSASCO I,"VIA VOLVERA, 14 - PIOSSASCO",44.9653177,7.4937384
34,TOIC8AD009,ISTITUTO COMPRENSIVO - I.C. PIOSSASCO II BERTRAND,"VIA CUMIANA,2 - PIOSSASCO",44.993606,7.4720087
34,TOMM84101P,I.C. RIVALTA - DON MILANI (PAR. TEMPO PROL. - ASSOCIATA A TOIC84100N),VIA BALEGNO 10 - RIVALTA DI TORINO,45.0310014,7.5260903
34,TOIC84100N,ISTITUTO COMPRENSIVO - I.C. RIVALTA,VIA PIOSSASCO 57 - - RIVALTA DI TORINO,45.0265564,7.5165998
34,TOIC84000T,ISTITUTO COMPRENSIVO - I.C. RIVALTA/TETTI FRANCESI,VIA FOSSANO 7 - RIVALTA DI TORINO,44.9975717,7.5136978
34,TOMM83801V,I.C. VOLVERA - CAMPANA (ASSOCIATA A TOIC83800T),VIA GARIBALDI 1 011,45.0715625,7.6840877
34,TOIC83800T,ISTITUTO COMPRENSIVO - I.C. VOLVERA,"VIA GARIBALDI, 1 - VOLVERA",44.9529792,7.5064462
35,TOCT71200E,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,VIA RIVALTA - PIOSSASCO,45.0013331,7.4828471
35,TOMM86801P,I.C. COAZZE - GIULIO NICOLETTA (ASSOCIATA A TOIC86800N),VIA XXV APRILE N. 4 - COAZZE,,
35,TOMM87001P,I.C. GIAVENO - F. GONIN (PAR. TEMPO PROL. - ASSOCIATA A TOIC87000N),VIA DON POGOLOTTO 45,45.0405607,7.3506192
35,TOIC86800N,ISTITUTO COMPRENSIVO - I.C. COAZZE,VIA SAN SEBASTIANO N. 3 - GIAVENO,45.0432505,7.3574698
35,TOIC87000N,ISTITUTO COMPRENSIVO - I.C. GIAVENO/GONIN,VIA DON POGOLOTTO 45 - GIAVENO-,45.0405607,7.3506192
35,TOMM86901E,I.C. TRANA - SANGANO (ASSOCIATA A TOIC86900D),VIA BERT 19,44.8201862,7.2140759
35,TOMM86902G,I.C. TRANA (ASSOCIATA A TOIC86900D),VIA ALIGHIERI 3/B,45.0753157,7.5716526
35,TOIC86900D,ISTITUTO COMPRENSIVO - I.C. TRANA,VIA ALIGHIERI 3/A - TRANA,45.0379339,7.4222313
36,TOCT70800V,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"VIA ALLENDE, 3 - RIVOLI",45.0757036,7.5449735
36,TOMM82101D,I.C. ALMESE - RIVA ROCCI (PAR. TEMPO PROL. - ASSOCIATA A TOIC82100C),"PIAZZA DELLA FIERA, 3/2 - ALMESE",45.1173166,7.3959134
36,TOIC82100C,ISTITUTO COMPRENSIVO - I.C. ALMESE,PIAZZA DELLA FIERA 3/2 - ALMESE,45.1173166,7.3959134
36,TOMM8AG01T,I.C. AVIGLIANA - D. FERRARI (ASSOCIATA A TOIC8AG00R),VIA CAVALIERI VITTORIO VENETO N. 3,45.0082423,7.8133068
36,TOIC8AG00R,ISTITUTO COMPRENSIVO - I.C. AVIGLIANA,VIA CAVALIERI DI VITTORIO VENETO 3 - AVIGLIANA,45.0802489,7.4010243
36,TOMM180028,BARDONECCHIA - P.ZZA DE GASPERI (TOT. TEMPO PROL. - ASSOCIATA A,PIAZZA A. DE GASPERI 3,,
36,TOMM824022,IC S.ANTONINO SUSA - BORGONE (ASSOCIATA A TOIC82400X),"VIA TARRO BOIRO, 1 - BORGONE DI SUSA",45.120947,7.2379771
36,TOMM89901A,I.C. BUSSOLENO - FERMI E. (ASSOCIATA A TOIC899009),"VIA DON CARLO PRINETTO, 2",45.1365091,7.1440376
36,TOIC899009,ISTITUTO COMPRENSIVO - I.C. BUSSOLENO,"VIA DON CARLO PRINETTO, 2 - BUSSOLENO",45.1365091,7.1440376
36,TOMM8AF012,I.C. BUTTIGLIERA ALTA-JACQUERIO (PAR. TEMPO PROL. - ASSOCIATA A,VIA DEI COMUNI 3 - FERRIERA,45.0829807,7.4356943
36,TOIC8AF001,ISTITUTO COMPRENSIVO - I.C. BUTTIGLIERA ALTA,"PIAZZA DEL POPOLO,8 - BUTTIGLIERA ALTA",45.068802,7.4343666
36,TOMM822019,I.C.CASELETTE - STRADA CONTESSA (ASSOCIATA A TOIC822008),"STRADA CONTESSA, 88",45.1081401,7.4860707
36,TOIC822008,ISTITUTO COMPRENSIVO - I.C. CASELETTE,STRADA CONTESSA 90 - CASELETTE,45.1077067,7.4896406
36,TOMM82501R,I.C. CONDOVE - G.F. RE (PAR. TEMPO PROL. - ASSOCIATA A TOIC82500Q),VIA DE AMICIS 1,45.1962957,7.8944642
36,TOIC82500Q,ISTITUTO COMPRENSIVO - I.C. CONDOVE E SANT'AMBROGIO,"VIA DE AMICIS, 1 - CONDOVE",45.1134503,7.3088623
36,TOMM180006,OULX - DES AMBROIS (TOT. TEMPO PROLUNGATO),PIAZZA GARAMBOIS 4,45.1793446,7.6473211
36,TOMM82502T,I.C. CONDOVE -SANT'AMBROGIO (PAR. TEMPO PROL. - ASSOCIATA A,VIA I MAGGIO 13,45.1017851,7.2888586
36,TOMM824011,IC S.ANTONINO SUSA - CENTOPASSI (PAR. TEMPO PROL. - ASSOCIATA A,"VIA AUGUSTO ABEGG, 19 - SANT'ANTONINO DI SUSA",45.1110476,7.2686813
36,TOIC82400X,ISTITUTO COMPRENSIVO - I.C. SANT'ANTONINO DI SUSA,"VIA AUGUSTO ABEGG, 19 - SANT'ANTONINO DI SUSA (TO)",45.1110476,7.2686813
36,TOMM180017,SESTRIERE - VIA FRAITEVE (TOT. TEMPO PROL. - ASSOCIATA A TOMM180006),VIA FRAITEVE 1,44.9575765,6.8786255
36,TOMM880019,I.C. SUSA - GIULIANO (ASSOCIATA A TOIC880008),PIAZZA SAVOIA 21,45.1378813,7.0434674
36,TOIC880008,ISTITUTO COMPRENSIVO - I.C. SUSA,PIAZZA SAVOIA 21 - SUSA,45.1378813,7.0434674
37,TOCT722005,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"VIA TENENTE BORLA, 1 - MATHI",45.2574803,7.5413646
37,TOIC829003,ISTITUTO COMPRENSIVO - I.C. BALANGERO,PIAZZA X MARTIRI 3 - BALANGERO,,
37,TOMM829014,I.C.BALANGERO-CAFASSE-BROFFERIO (ASSOCIATA A TOIC829003),VIA DR.MILONE 8,,
37,TOMM80901V,I.C. CERES - MURIALDO (TOT. TEMPO PROL. - ASSOCIATA A TOIC80900T),VIA N. COSTA 3,,
37,TOIC80900T,ISTITUTO COMPRENSIVO - I.C. CERES,VIA N. COSTA 3 - CERES,,
37,TOMM82702D,I.C. CORIO - BENITO ATZEI (TOT. TEMPO PROL. - ASSOCIATA A TOIC82700B),STRADA PONTE PICCA 2 - CORIO,45.3164873,7.5446521
37,TOIC82700B,ISTITUTO COMPRENSIVO - I.C. CORIO,STRADA PONTE PICCA 2 - CORIO,45.3164873,7.5446521
37,TOMM82601L,I.C. LANZO T.SE - CENA (ASSOCIATA A TOIC82600G),VIA VITTORIO VENETO 2 - LANZO TORINESE,45.2756562,7.474276
37,TOIC82600G,ISTITUTO COMPRENSIVO - I.C. LANZO TORINESE,VIA VITTORIO VENETO 2 - LANZO TORINESE,45.2756562,7.474276
37,TOMM80902X,I.C. CERES - VIU' - L. CIBRARIO (ASSOCIATA A TOIC80900T),VIALE RIMEMBRANZA 4,44.8085912,7.1589646
38,TOCT71700N,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"CORSO INDIPENDENZA, 68 - RIVAROLO",45.3361661,7.7214042
38,TOMM8AC02G,I.C. RIVAROLO - BOSCONERO (ASSOCIATA A TOIC8AC00D),VIA VILLAFRANCA,45.1055371,7.7553775
38,TOMM8CC01Q,I.C. CUORGNE' - CENA (ASSOCIATA A TOIC8CC00P),VIA XXIV MAGGIO 21,45.2428635,7.5723224
38,TOIC8CC00P,ISTITUTO COMPRENSIVO - I.C. CUORGNE',VIA XXIV MAGGIO 3 - CUORGNE',45.3863835,7.6447463
38,TOMM865017,I.C. FAVRIA - VIDARI (PAR. TEMPO PROL. - ASSOCIATA A TOIC865006),PIAZZA REPUBBLICA 6,45.0702034,7.5405632
38,TOIC865006,ISTITUTO COMPRENSIVO - I.C. FAVRIA,PIAZZA REPUBBLICA 6 - FAVRIA,,
38,TOMM84801D,I.C. FORNO CANAVESE - S.PERTINI (PAR. TEMPO PROL. - ASSOCIATA A,VIA ALDO MORO 9,45.1271592,7.5787988
38,TOIC84800C,ISTITUTO COMPRENSIVO - I.C. FORNO CANAVESE,VIA ALDO MORO 9 - FORNO CANAVESE,45.3457464,7.5926716
38,TOMM81401A,I.C. PONT CANAVESE - LOCANA (ASSOCIATA A TOIC814009),VIA TORINO N. 31,45.0217323,7.5851437
38,TOMM81402B,I.C. PONT CANAVESE - MARTINETTI (ASSOCIATA A TOIC814009),VIA ROMA N. 11/B,,
38,TOIC814009,ISTITUTO COMPRENSIVO - I.C. PONT CANAVESE,VIA G. MARCONI 23BIS - PONT CANAVESE,,
38,TOMM8AC01E,I.C. RIVAROLO - GOZZANO (PAR. TEMPO PROL. - ASSOCIATA A TOIC8AC00D),VIA LE MAIRE 20,45.3302486,7.7182485
38,TOIC8AC00D,ISTITUTO COMPRENSIVO - I.C. RIVAROLO C.SE,VIA LE MAIRE 20 - RIVAROLO CANAVESE,45.3266168,7.7191678
39,TOCT71300A,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"VIA BLATTA, 26/C - CHIVASSO",45.1963776,7.8835158
39,TOMM853011,I.C. BRANDIZZO - RODARI (PAR. TEMPO PROL. - ASSOCIATA A TOIC85300X),VIA ALBA 10,45.1770358,7.8465232
39,TOIC85300X,ISTITUTO COMPRENSIVO - I.C. BRANDIZZO,VIA ALBA 10 - BRANDIZZO,45.1770358,7.8465232
39,TOMM86301G,I.C. BRUSASCO - FERMI (ASSOCIATA A TOIC86300E),VIA DELLE SCUOLE N. 2 - BRUSASCO,45.1571855,8.0597625
39,TOIC86300E,ISTITUTO COMPRENSIVO - I.C. BRUSASCO,VIA DELLE SCUOLE N. 2 - BRUSASCO (TO),45.1571855,8.0597625
39,TOMM86302L,I.C. BRUSASCO - CASALBORGONE (ASSOCIATA A TOIC86300E),VIA GAIATO N. 6A,45.1295112,7.9446833
39,TOMM326007,CPIA 4 TORINO - A. OLIVETTI,VIA BLATTA 26/C,45.1963776,7.8835158
39,TOMM8BK019,I.C. CHIVASSO COSOLA-V.MARCONI (ASSOCIATA A TOIC8BK008),"VIA MARCONI, 9",45.0150514,7.8260576
39,TOMM8BQ018,I.C. CHIVASSO DASSO-VIA BLATTA (PAR. TEMPO PROL. - ASSOCIATA A,"VIA BLATTA, 26/C",45.1963776,7.8835158
39,TOIC8BK008,ISTITUTO COMPRENSIVO - I.C. CHIVASSO/COSOLA,VIA MARCONI 2 - CHIVASSO,45.1865665,7.8882081
39,TOIC8BQ007,ISTITUTO COMPRENSIVO - I.C. CHIVASSO/DASSO,VIA BLATTA 26 - CHIVASSO,45.1960836,7.887115
39,TOMM852026,I.C. MONTANARO - FOGLIZZO (ASSOCIATA A TOIC852004),VIA OLIVERO 21,45.2731348,7.821256
39,TOMM852015,I.C. MONTANARO - G. CENA (ASSOCIATA A TOIC852004),VIA TRIESTE 2,44.885715,7.3323626
39,TOIC852004,ISTITUTO COMPRENSIVO - I.C. MONTANARO,VIA TRIESTE 2,44.885715,7.3323626
39,TOMM85402T,I.C. VEROLENGO - RONDISSONE (ASSOCIATA A TOIC85400Q),VIA CESARE BATTISTI 1,45.0698455,7.6845774
39,TOMM85403V,I.C. VEROLENGO - TORRAZZA P.TE (ASSOCIATA A TOIC85400Q),PIAZZA DEL COMUNE 1,,
39,TOMM85401R,I.C. VEROLENGO - DON G. CASA (ASSOCIATA A TOIC85400Q),"PIAZZA SANDRO PERTINI, 1",45.2699303,7.5182593
39,TOIC85400Q,ISTITUTO COMPRENSIVO - I.C. VEROLENGO,"PIAZZA SANDRO PERTINI, 1 - VEROLENGO",,
40,TOCT715002,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,VIA DORA BALTEA 1 - IVREA,45.463302,7.8746272
40,TOMM8BS02A,IC CASTELLAMONTE-AGLIE-OLIVETTI (ASSOCIATA A TOIC8BS008),PIAZZA MARTIRI LIBERTA' 1,45.0699926,7.5199762
40,TOIC894006,ISTITUTO COMPRENSIVO - I.C. AZEGLIO,VIA XX SETTEMBRE 33 - AZEGLIO,45.4248415,7.9914249
40,TOMM8AR02E,I.C. PAVONE - BANCHETTE PERTINI (PAR. TEMPO PROL. - ASSOCIATA A,"VIA TORRETTA, 9",44.9898088,7.7397571
40,TOMM84902A,I.C.SETTIMO VITTONE-BORGOFRANCO (PAR. TEMPO PROL. - ASSOCIATA A,VIA S. MARCO 8 - BORGOFRANCO D'IVREA,45.5141858,7.8568197
40,TOMM894017,I.C. AZEGLIO - BUROLO-FERMI E. (ASSOCIATA A TOIC894006),VIA CASCINETTE 8 - BUROLO,45.4795904,7.9219731
40,TOMM8BS019,I.C. CASTELLAMONTE - CRESTO (ASSOCIATA A TOIC8BS008),"VIA TRABUCCO, 15",45.3792828,7.7096761
40,TOIC8BS008,ISTITUTO COMPRENSIVO - I.C. CASTELLAMONTE,VIA TRABUCCO 15 - CASTELLAMONTE,45.3792828,7.7096761
40,TOMM715019,CASA CIRCONDARIALE DI IVREA (SEDE CARCERARIA),CORSO VERCELLI 165,45.0999382,7.6933016
40,TOMM8AA01V,I.C. IVREA I - ARDUINO (PAR. TEMPO PROL. - ASSOCIATA A TOIC8AA00T),"VIA SAN NAZARIO, 26 - IVREA",45.4701408,7.8820547
40,TOMM8AB01P,I.C. IVREA II - G. FALCONE (PAR. TEMPO PROL. - ASSOCIATA A TOIC8AB00N),"VIALE LIBERAZIONE, 14",45.4478776,7.8735581
40,TOIC8AB00N,ISTITUTO COMPRENSIVO - I.C. IVREA II,"VIALE DELLA LIBERAZIONE, 14 - IVREA",45.4478776,7.8735581
40,TOMM8AR03G,I.C. PAVONE - LESSOLO C. ALLERA (PAR. TEMPO PROL. - ASSOCIATA A,VIA CAFFARO ALLERA,45.4714299,7.8127238
40,TOMM8AB02Q,I.C. IVREA II - MONTALTO DORA (PAR. TEMPO PROL. - ASSOCIATA A,VIA E. DE FILIPPO,,
40,TOMM8AR01D,I.C. PAVONE - VIA VIGNALE (PAR. TEMPO PROL. - ASSOCIATA A,VIA VIGNALE 14 - PAVONE CANAVESE,45.4341544,7.8542159
40,TOIC8AR00C,ISTITUTO COMPRENSIVO - I.C. PAVONE CANAVESE,VIA VIGNALE 2 - PAVONE CANAVESE,45.4338942,7.8509911
40,TOMM894039,I.C. AZEGLIO - PIVERONE-GODONE (TOT. TEMPO PROL. - ASSOCIATA A,PIAZZA LUCCA - PIVERONE,45.4485783,8.0061642
40,TOMM849019,I.C. SETTIMO VITTONE - PALMA (TOT. TEMPO PROL. - ASSOCIATA A,STRADA PROVINCIALE 14 - SETTIMO VITTONE,,
40,TOIC849008,ISTITUTO COMPRENSIVO - I.C. SETTIMO VITTONE,STRADA PROVINCIALE 14 - SETTIMO VITTONE,,
40,TOMM894028,I.C. AZEGLIO-VESTIGNE'-TORAZZI (TOT. TEMPO PROL. - ASSOCIATA A,VIA TORRAZZI 1 - VESTIGNE',,
40,TOIC80600A,ISTITUTO COMPRENSIVO - I.C. VISTRORIO,"VIA GARIBALDI, 28/1 - VISTRORIO",45.4417284,7.7698013
41,TOMM8BU011,I.C. CALUSO - GOZZANO (TOT. TEMPO PROL. - ASSOCIATA A TOIC8BU00X),VIA UNITA' D'ITALIA 7,45.040375,7.6000262
41,TOIC8BU00X,ISTITUTO COMPRENSIVO - I.C. CALUSO,VIA UNITA' D'ITALIA 7 - CALUSO,45.3070626,7.882617
41,TOMM8BT015,I.C. SAN GIORGIO - BOTTA (TOT. TEMPO PROL. - ASSOCIATA A TOIC8BT004),VIA GIULIO 28,45.0341041,7.6696778
41,TOMM8BT026,I.C. SAN GIORGIO - SAN GIUSTO (TOT. TEMPO PROL. - ASSOCIATA A,"VIA IV NOVEMBRE, 2",44.9765003,7.3807261
41,TOMM89301B,I.C. STRAMBINO - PANETTI (ASSOCIATA A TOIC89300A),PIAZZA ALDO MORO 2 - STRAMBINO,45.3820344,7.8809101
